iteration	evaluations	runtime[s]	Bloques_Colocados-MAX[256][MAX]
1244	31100	1.836	16
1245	31125	1.837	16
1246	31150	1.838	16
1247	31175	1.839	16
1248	31200	1.84	16
1249	31225	1.84	16
1250	31250	1.841	16
1251	31275	1.842	16
1252	31300	1.843	16
1253	31325	1.843	16
1254	31350	1.844	16
1255	31375	1.845	16
1256	31400	1.846	16
1257	31425	1.847	16
1258	31450	1.847	16
1259	31475	1.848	16
1260	31500	1.849	16
1261	31525	1.85	16
1262	31550	1.85	16
1263	31575	1.851	16
1264	31600	1.852	16
1265	31625	1.853	16
1266	31650	1.854	16
1267	31675	1.855	16
1268	31700	1.856	16
1269	31725	1.857	16
1270	31750	1.858	16
1271	31775	1.859	16
1272	31800	1.859	16
1273	31825	1.86	16
1274	31850	1.861	16
1275	31875	1.862	16
1276	31900	1.863	16
1277	31925	1.863	16
1278	31950	1.864	16
1279	31975	1.865	16
1280	32000	1.866	16
1281	32025	1.866	16
1282	32050	1.867	16
1283	32075	1.868	16
1284	32100	1.869	16
1285	32125	1.87	16
1286	32150	1.87	16
1287	32175	1.871	16
1288	32200	1.872	16
1289	32225	1.873	16
1290	32250	1.873	16
1291	32275	1.874	16
1292	32300	1.875	16
1293	32325	1.876	16
1294	32350	1.876	16
1295	32375	1.877	16
1296	32400	1.878	16
1297	32425	1.879	16
1298	32450	1.879	16
1299	32475	1.88	16
1300	32500	1.881	16
1301	32525	1.882	16
1302	32550	1.883	16
1303	32575	1.883	16
1304	32600	1.884	16
1305	32625	1.885	16
1306	32650	1.886	16
1307	32675	1.887	16
1308	32700	1.888	16
1309	32725	1.889	16
1310	32750	1.89	16
1311	32775	1.89	16
1312	32800	1.891	16
1313	32825	1.892	16
1314	32850	1.893	16
1315	32875	1.894	16
1316	32900	1.895	16
1317	32925	1.897	16
1318	32950	1.898	16
1319	32975	1.898	16
1320	33000	1.899	16
1321	33025	1.9	16
1322	33050	1.901	16
1323	33075	1.901	16
1324	33100	1.902	16
1325	33125	1.903	16
1326	33150	1.905	16
1327	33175	1.906	16
1328	33200	1.907	16
1329	33225	1.908	16
1330	33250	1.91	16
1331	33275	1.911	16
1332	33300	1.912	16
1333	33325	1.913	16
1334	33350	1.914	16
1335	33375	1.915	16
1336	33400	1.916	16
1337	33425	1.917	16
1338	33450	1.917	16
1339	33475	1.918	16
1340	33500	1.919	16
1341	33525	1.92	16
1342	33550	1.921	16
1343	33575	1.922	16
1344	33600	1.923	16
1345	33625	1.924	16
1346	33650	1.925	16
1347	33675	1.926	16
1348	33700	1.927	16
1349	33725	1.928	16
1350	33750	1.929	16
1351	33775	1.93	16
1352	33800	1.931	16
1353	33825	1.932	16
1354	33850	1.933	16
1355	33875	1.934	16
1356	33900	1.936	16
1357	33925	1.937	16
1358	33950	1.939	16
1359	33975	1.94	16
1360	34000	1.941	16
1361	34025	1.942	16
1362	34050	1.943	16
1363	34075	1.944	16
1364	34100	1.945	16
1365	34125	1.946	16
1366	34150	1.947	16
1367	34175	1.948	16
1368	34200	1.949	16
1369	34225	1.95	16
1370	34250	1.95	16
1371	34275	1.951	16
1372	34300	1.952	16
1373	34325	1.953	16
1374	34350	1.953	16
1375	34375	1.954	16
1376	34400	1.955	16
1377	34425	1.956	16
1378	34450	1.957	16
1379	34475	1.957	16
1380	34500	1.958	16
1381	34525	1.959	16
1382	34550	1.96	16
1383	34575	1.96	16
1384	34600	1.961	16
1385	34625	1.962	16
1386	34650	1.963	16
1387	34675	1.963	16
1388	34700	1.964	16
1389	34725	1.965	16
1390	34750	1.966	16
1391	34775	1.966	16
1392	34800	1.967	16
1393	34825	1.968	16
1394	34850	1.969	16
1395	34875	1.969	16
1396	34900	1.97	16
1397	34925	1.971	16
1398	34950	1.972	16
1399	34975	1.973	16
1400	35000	1.973	16
1401	35025	1.974	16
1402	35050	1.975	16
1403	35075	1.977	16
1404	35100	1.977	16
1405	35125	1.978	16
1406	35150	1.979	16
1407	35175	1.98	16
1408	35200	1.98	16
1409	35225	1.981	16
1410	35250	1.982	16
1411	35275	1.983	16
1412	35300	1.984	16
1413	35325	1.984	16
1414	35350	1.985	16
1415	35375	1.986	16
1416	35400	1.987	16
1417	35425	1.987	16
1418	35450	1.988	16
1419	35475	1.989	16
1420	35500	1.99	16
1421	35525	1.99	16
1422	35550	1.991	16
1423	35575	1.992	16
1424	35600	1.993	16
1425	35625	1.993	16
1426	35650	1.994	16
1427	35675	1.995	16
1428	35700	1.996	16
1429	35725	1.996	16
1430	35750	1.997	16
1431	35775	1.998	16
1432	35800	1.999	16
1433	35825	1.999	16
1434	35850	2.0	16
1435	35875	2.001	16
1436	35900	2.002	16
1437	35925	2.003	16
1438	35950	2.003	16
1439	35975	2.004	16
1440	36000	2.005	16
1441	36025	2.006	16
1442	36050	2.007	16
1443	36075	2.008	16
1444	36100	2.008	16
1445	36125	2.009	16
1446	36150	2.01	16
1447	36175	2.011	16
1448	36200	2.012	16
1449	36225	2.012	16
1450	36250	2.013	16
1451	36275	2.014	16
1452	36300	2.015	16
1453	36325	2.016	16
1454	36350	2.017	16
1455	36375	2.018	16
1456	36400	2.019	16
1457	36425	2.02	16
1458	36450	2.02	16
1459	36475	2.021	16
1460	36500	2.022	16
1461	36525	2.023	16
1462	36550	2.024	16
1463	36575	2.025	16
1464	36600	2.028	16
1465	36625	2.029	16
1466	36650	2.03	16
1467	36675	2.031	16
1468	36700	2.031	16
1469	36725	2.032	16
1470	36750	2.033	16
1471	36775	2.034	16
1472	36800	2.035	16
1473	36825	2.035	16
1474	36850	2.036	16
1475	36875	2.037	16
1476	36900	2.038	16
1477	36925	2.038	16
1478	36950	2.039	16
1479	36975	2.04	16
1480	37000	2.041	16
1481	37025	2.042	16
1482	37050	2.042	16
1483	37075	2.043	16
1484	37100	2.044	16
1485	37125	2.045	16
1486	37150	2.046	16
1487	37175	2.046	16
1488	37200	2.047	16
1489	37225	2.048	16
1490	37250	2.049	16
1491	37275	2.05	16
1492	37300	2.05	16
1493	37325	2.051	16
1494	37350	2.052	16
1495	37375	2.053	16
1496	37400	2.053	16
1497	37425	2.054	16
1498	37450	2.056	16
1499	37475	2.057	16
1500	37500	2.058	16
1501	37525	2.059	16
1502	37550	2.06	16
1503	37575	2.061	16
1504	37600	2.061	16
1505	37625	2.062	16
1506	37650	2.063	16
1507	37675	2.064	16
1508	37700	2.064	16
1509	37725	2.065	16
1510	37750	2.066	16
1511	37775	2.067	16
1512	37800	2.068	16
1513	37825	2.068	16
1514	37850	2.069	16
1515	37875	2.07	16
1516	37900	2.071	16
1517	37925	2.072	16
1518	37950	2.073	16
1519	37975	2.073	16
1520	38000	2.074	16
1521	38025	2.075	16
1522	38050	2.076	16
1523	38075	2.077	16
1524	38100	2.078	16
1525	38125	2.078	16
1526	38150	2.079	16
1527	38175	2.08	16
1528	38200	2.081	16
1529	38225	2.081	16
1530	38250	2.082	16
1531	38275	2.083	16
1532	38300	2.084	16
1533	38325	2.085	16
1534	38350	2.085	16
1535	38375	2.086	16
1536	38400	2.087	16
1537	38425	2.088	16
1538	38450	2.089	16
1539	38475	2.089	16
1540	38500	2.09	16
1541	38525	2.091	16
1542	38550	2.092	16
1543	38575	2.093	16
1544	38600	2.093	16
1545	38625	2.094	16
1546	38650	2.095	16
1547	38675	2.096	16
1548	38700	2.097	16
1549	38725	2.098	16
1550	38750	2.099	16
1551	38775	2.1	16
1552	38800	2.101	16
1553	38825	2.102	16
1554	38850	2.102	16
1555	38875	2.103	16
1556	38900	2.104	16
1557	38925	2.105	16
1558	38950	2.106	16
1559	38975	2.107	16
1560	39000	2.108	16
1561	39025	2.108	16
1562	39050	2.109	16
1563	39075	2.11	16
1564	39100	2.111	16
1565	39125	2.112	16
1566	39150	2.112	16
1567	39175	2.113	16
1568	39200	2.114	16
1569	39225	2.115	16
1570	39250	2.115	16
1571	39275	2.116	16
1572	39300	2.117	16
1573	39325	2.118	16
1574	39350	2.119	16
1575	39375	2.119	16
1576	39400	2.12	16
1577	39425	2.121	16
1578	39450	2.122	16
1579	39475	2.123	16
1580	39500	2.124	16
1581	39525	2.124	16
1582	39550	2.125	16
1583	39575	2.126	16
1584	39600	2.127	16
1585	39625	2.128	16
1586	39650	2.128	16
1587	39675	2.129	16
1588	39700	2.13	16
1589	39725	2.13	16
1590	39750	2.131	16
1591	39775	2.132	16
1592	39800	2.133	16
1593	39825	2.134	16
1594	39850	2.134	16
1595	39875	2.135	16
1596	39900	2.137	16
1597	39925	2.137	16
1598	39950	2.138	16
1599	39975	2.139	16
1600	40000	2.14	16
1601	40025	2.141	16
1602	40050	2.143	16
1603	40075	2.144	16
1604	40100	2.145	16
1605	40125	2.145	16
1606	40150	2.146	16
1607	40175	2.147	16
1608	40200	2.148	16
1609	40225	2.148	16
1610	40250	2.149	16
1611	40275	2.15	16
1612	40300	2.151	16
1613	40325	2.152	16
1614	40350	2.152	16
1615	40375	2.153	16
1616	40400	2.154	16
1617	40425	2.155	16
1618	40450	2.155	16
1619	40475	2.156	16
1620	40500	2.157	16
1621	40525	2.158	16
1622	40550	2.158	16
1623	40575	2.159	16
1624	40600	2.16	16
1625	40625	2.161	16
1626	40650	2.161	16
1627	40675	2.162	16
1628	40700	2.163	16
1629	40725	2.164	16
1630	40750	2.164	16
1631	40775	2.165	16
1632	40800	2.166	16
1633	40825	2.167	16
1634	40850	2.167	16
1635	40875	2.168	16
1636	40900	2.169	16
1637	40925	2.17	16
1638	40950	2.171	16
1639	40975	2.171	16
1640	41000	2.172	16
1641	41025	2.173	16
1642	41050	2.174	16
1643	41075	2.175	16
1644	41100	2.176	16
1645	41125	2.177	16
1646	41150	2.178	16
1647	41175	2.179	16
1648	41200	2.179	16
1649	41225	2.18	16
1650	41250	2.181	16
1651	41275	2.182	16
1652	41300	2.183	16
1653	41325	2.183	16
1654	41350	2.184	16
1655	41375	2.185	16
1656	41400	2.186	16
1657	41425	2.187	16
1658	41450	2.188	16
1659	41475	2.189	16
1660	41500	2.19	16
1661	41525	2.19	16
1662	41550	2.191	16
1663	41575	2.192	16
1664	41600	2.193	16
1665	41625	2.193	16
1666	41650	2.194	16
1667	41675	2.195	16
1668	41700	2.196	16
1669	41725	2.196	16
1670	41750	2.197	16
1671	41775	2.198	16
1672	41800	2.199	16
1673	41825	2.2	16
1674	41850	2.2	16
1675	41875	2.201	16
1676	41900	2.202	16
1677	41925	2.203	16
1678	41950	2.203	16
1679	41975	2.204	16
1680	42000	2.205	16
1681	42025	2.206	16
1682	42050	2.206	16
1683	42075	2.207	16
1684	42100	2.208	16
1685	42125	2.209	16
1686	42150	2.209	16
1687	42175	2.21	16
1688	42200	2.211	16
1689	42225	2.212	16
1690	42250	2.212	16
1691	42275	2.213	16
1692	42300	2.214	16
1693	42325	2.215	16
1694	42350	2.216	16
1695	42375	2.217	16
1696	42400	2.218	16
1697	42425	2.218	16
1698	42450	2.219	16
1699	42475	2.22	16
1700	42500	2.221	16
1701	42525	2.222	16
1702	42550	2.223	16
1703	42575	2.223	16
1704	42600	2.224	16
1705	42625	2.225	16
1706	42650	2.226	16
1707	42675	2.226	16
1708	42700	2.227	16
1709	42725	2.228	16
1710	42750	2.229	16
1711	42775	2.229	16
1712	42800	2.23	16
1713	42825	2.231	16
1714	42850	2.232	16
1715	42875	2.233	16
1716	42900	2.233	16
1717	42925	2.234	16
1718	42950	2.235	16
1719	42975	2.236	16
1720	43000	2.236	16
1721	43025	2.237	16
1722	43050	2.238	16
1723	43075	2.239	16
1724	43100	2.24	16
1725	43125	2.24	16
1726	43150	2.241	16
1727	43175	2.242	16
1728	43200	2.243	16
1729	43225	2.243	16
1730	43250	2.244	16
1731	43275	2.245	16
1732	43300	2.246	16
1733	43325	2.247	16
1734	43350	2.247	16
1735	43375	2.248	16
1736	43400	2.249	16
1737	43425	2.249	16
1738	43450	2.25	16
1739	43475	2.251	16
1740	43500	2.252	16
1741	43525	2.254	16
1742	43550	2.255	16
1743	43575	2.256	16
1744	43600	2.257	16
1745	43625	2.258	16
1746	43650	2.259	16
1747	43675	2.26	16
1748	43700	2.261	16
1749	43725	2.262	16
1750	43750	2.262	16
1751	43775	2.263	16
1752	43800	2.264	16
1753	43825	2.265	16
1754	43850	2.266	16
1755	43875	2.266	16
1756	43900	2.267	16
1757	43925	2.268	16
1758	43950	2.269	16
1759	43975	2.27	16
1760	44000	2.27	16
1761	44025	2.271	16
1762	44050	2.272	16
1763	44075	2.273	16
1764	44100	2.273	16
1765	44125	2.274	16
1766	44150	2.275	16
1767	44175	2.276	16
1768	44200	2.277	16
1769	44225	2.277	16
1770	44250	2.278	16
1771	44275	2.279	16
1772	44300	2.28	16
1773	44325	2.28	16
1774	44350	2.281	16
1775	44375	2.282	16
1776	44400	2.283	16
1777	44425	2.284	16
1778	44450	2.284	16
1779	44475	2.285	16
1780	44500	2.286	16
1781	44525	2.287	16
1782	44550	2.288	16
1783	44575	2.288	16
1784	44600	2.289	16
1785	44625	2.29	16
1786	44650	2.291	16
1787	44675	2.292	16
1788	44700	2.292	16
1789	44725	2.293	16
1790	44750	2.294	16
1791	44775	2.295	16
1792	44800	2.296	16
1793	44825	2.297	16
1794	44850	2.298	16
1795	44875	2.299	16
1796	44900	2.299	16
1797	44925	2.3	16
1798	44950	2.301	16
1799	44975	2.302	16
1800	45000	2.303	16
1801	45025	2.303	16
1802	45050	2.304	16
1803	45075	2.305	16
1804	45100	2.306	16
1805	45125	2.307	16
1806	45150	2.308	16
1807	45175	2.308	16
1808	45200	2.309	16
1809	45225	2.31	16
1810	45250	2.311	16
1811	45275	2.312	16
1812	45300	2.312	16
1813	45325	2.313	16
1814	45350	2.314	16
1815	45375	2.315	16
1816	45400	2.316	16
1817	45425	2.316	16
1818	45450	2.317	16
1819	45475	2.318	16
1820	45500	2.319	16
1821	45525	2.319	16
1822	45550	2.32	16
1823	45575	2.321	16
1824	45600	2.322	16
1825	45625	2.323	16
1826	45650	2.324	16
1827	45675	2.324	16
1828	45700	2.325	16
1829	45725	2.326	16
1830	45750	2.327	16
1831	45775	2.327	16
1832	45800	2.328	16
1833	45825	2.329	16
1834	45850	2.33	16
1835	45875	2.33	16
1836	45900	2.331	16
1837	45925	2.332	16
1838	45950	2.333	16
1839	45975	2.333	16
1840	46000	2.334	16
1841	46025	2.335	16
1842	46050	2.336	16
1843	46075	2.338	16
1844	46100	2.339	16
1845	46125	2.339	16
1846	46150	2.34	16
1847	46175	2.341	16
1848	46200	2.342	16
1849	46225	2.343	16
1850	46250	2.343	16
1851	46275	2.344	16
1852	46300	2.345	16
1853	46325	2.347	16
1854	46350	2.347	16
1855	46375	2.348	16
1856	46400	2.349	16
1857	46425	2.35	16
1858	46450	2.35	16
1859	46475	2.351	16
1860	46500	2.352	16
1861	46525	2.353	16
1862	46550	2.354	16
1863	46575	2.355	16
1864	46600	2.355	16
1865	46625	2.356	16
1866	46650	2.357	16
1867	46675	2.358	16
1868	46700	2.359	16
1869	46725	2.359	16
1870	46750	2.36	16
1871	46775	2.361	16
1872	46800	2.362	16
1873	46825	2.363	16
1874	46850	2.364	16
1875	46875	2.364	16
1876	46900	2.367	16
1877	46925	2.368	16
1878	46950	2.369	16
1879	46975	2.37	16
1880	47000	2.371	16
1881	47025	2.372	16
1882	47050	2.373	16
1883	47075	2.374	16
1884	47100	2.375	16
1885	47125	2.377	16
1886	47150	2.378	16
1887	47175	2.379	16
1888	47200	2.38	16
1889	47225	2.381	16
1890	47250	2.382	16
1891	47275	2.383	16
1892	47300	2.384	16
1893	47325	2.385	16
1894	47350	2.387	16
1895	47375	2.388	16
1896	47400	2.389	16
1897	47425	2.39	16
1898	47450	2.391	16
1899	47475	2.392	16
1900	47500	2.393	16
1901	47525	2.394	16
1902	47550	2.395	16
1903	47575	2.396	16
1904	47600	2.397	16
1905	47625	2.398	16
1906	47650	2.399	16
1907	47675	2.4	16
1908	47700	2.401	16
1909	47725	2.402	16
1910	47750	2.403	16
1911	47775	2.404	16
1912	47800	2.405	16
1913	47825	2.406	16
1914	47850	2.407	16
1915	47875	2.408	16
1916	47900	2.41	16
1917	47925	2.411	16
1918	47950	2.412	16
1919	47975	2.413	16
1920	48000	2.414	16
1921	48025	2.415	16
1922	48050	2.416	16
1923	48075	2.417	16
1924	48100	2.418	16
1925	48125	2.42	16
1926	48150	2.421	16
1927	48175	2.422	16
1928	48200	2.423	16
1929	48225	2.424	16
1930	48250	2.424	16
1931	48275	2.425	16
1932	48300	2.426	16
1933	48325	2.427	16
1934	48350	2.428	16
1935	48375	2.429	16
1936	48400	2.43	16
1937	48425	2.431	16
1938	48450	2.431	16
1939	48475	2.432	16
1940	48500	2.433	16
1941	48525	2.434	16
1942	48550	2.435	16
1943	48575	2.435	16
1944	48600	2.436	16
1945	48625	2.437	16
1946	48650	2.438	16
1947	48675	2.439	16
1948	48700	2.439	16
1949	48725	2.44	16
1950	48750	2.441	16
1951	48775	2.442	16
1952	48800	2.443	16
1953	48825	2.444	16
1954	48850	2.445	16
1955	48875	2.446	16
1956	48900	2.446	16
1957	48925	2.447	16
1958	48950	2.448	16
1959	48975	2.449	16
1960	49000	2.45	16
1961	49025	2.451	16
1962	49050	2.451	16
1963	49075	2.452	16
1964	49100	2.453	16
1965	49125	2.454	16
1966	49150	2.455	16
1967	49175	2.455	16
1968	49200	2.457	16
1969	49225	2.458	16
1970	49250	2.459	16
1971	49275	2.46	16
1972	49300	2.461	16
1973	49325	2.462	16
1974	49350	2.463	16
1975	49375	2.464	16
1976	49400	2.465	16
1977	49425	2.465	16
1978	49450	2.466	16
1979	49475	2.467	16
1980	49500	2.468	16
1981	49525	2.469	16
1982	49550	2.469	16
1983	49575	2.47	16
1984	49600	2.471	16
1985	49625	2.472	16
1986	49650	2.473	16
1987	49675	2.474	16
1988	49700	2.475	16
1989	49725	2.476	16
1990	49750	2.477	16
1991	49775	2.477	16
1992	49800	2.478	16
1993	49825	2.479	16
1994	49850	2.48	16
1995	49875	2.48	16
1996	49900	2.481	16
1997	49925	2.482	16
1998	49950	2.483	16
1999	49975	2.484	16
2000	50000	2.485	16
2001	50025	2.486	16
2002	50050	2.487	16
2003	50075	2.488	16
2004	50100	2.488	16
2005	50125	2.489	16
2006	50150	2.49	16
2007	50175	2.491	16
2008	50200	2.492	16
2009	50225	2.492	16
2010	50250	2.493	16
2011	50275	2.494	16
2012	50300	2.495	16
2013	50325	2.495	16
2014	50350	2.496	16
2015	50375	2.497	16
2016	50400	2.499	16
2017	50425	2.5	16
2018	50450	2.501	16
2019	50475	2.501	16
2020	50500	2.502	16
2021	50525	2.503	16
2022	50550	2.504	16
2023	50575	2.505	16
2024	50600	2.506	16
2025	50625	2.506	16
2026	50650	2.507	16
2027	50675	2.508	16
2028	50700	2.509	16
2029	50725	2.51	16
2030	50750	2.511	16
2031	50775	2.512	16
2032	50800	2.513	16
2033	50825	2.515	16
2034	50850	2.516	16
2035	50875	2.518	16
2036	50900	2.519	16
2037	50925	2.52	16
2038	50950	2.521	16
2039	50975	2.523	16
2040	51000	2.524	16
2041	51025	2.526	16
2042	51050	2.527	16
2043	51075	2.53	16
2044	51100	2.53	16
2045	51125	2.531	16
2046	51150	2.532	16
2047	51175	2.533	16
2048	51200	2.534	16
2049	51225	2.536	16
2050	51250	2.537	16
2051	51275	2.538	16
2052	51300	2.539	16
2053	51325	2.541	16
2054	51350	2.542	16
2055	51375	2.544	16
2056	51400	2.545	16
2057	51425	2.546	16
2058	51450	2.546	16
2059	51475	2.547	16
2060	51500	2.548	16
2061	51525	2.549	16
2062	51550	2.55	16
2063	51575	2.551	16
2064	51600	2.552	16
2065	51625	2.552	16
2066	51650	2.553	16
2067	51675	2.554	16
2068	51700	2.555	16
2069	51725	2.556	16
2070	51750	2.557	16
2071	51775	2.557	16
2072	51800	2.558	16
2073	51825	2.559	16
2074	51850	2.56	16
2075	51875	2.561	16
2076	51900	2.561	16
2077	51925	2.562	16
2078	51950	2.563	16
2079	51975	2.564	16
2080	52000	2.565	16
2081	52025	2.565	16
2082	52050	2.566	16
2083	52075	2.567	16
2084	52100	2.568	16
2085	52125	2.569	16
2086	52150	2.57	16
2087	52175	2.571	16
2088	52200	2.572	16
2089	52225	2.572	16
2090	52250	2.573	16
2091	52275	2.574	16
2092	52300	2.575	16
2093	52325	2.576	16
2094	52350	2.577	16
2095	52375	2.578	16
2096	52400	2.579	16
2097	52425	2.58	16
2098	52450	2.581	16
2099	52475	2.582	16
2100	52500	2.583	16
2101	52525	2.583	16
2102	52550	2.584	16
2103	52575	2.585	16
2104	52600	2.586	16
2105	52625	2.587	16
2106	52650	2.588	16
2107	52675	2.589	16
2108	52700	2.589	16
2109	52725	2.59	16
2110	52750	2.591	16
2111	52775	2.592	16
2112	52800	2.593	16
2113	52825	2.593	16
2114	52850	2.594	16
2115	52875	2.595	16
2116	52900	2.596	16
2117	52925	2.597	16
2118	52950	2.598	16
2119	52975	2.598	16
2120	53000	2.599	16
2121	53025	2.6	16
2122	53050	2.601	16
2123	53075	2.602	16
2124	53100	2.603	16
2125	53125	2.603	16
2126	53150	2.604	16
2127	53175	2.605	16
2128	53200	2.606	16
2129	53225	2.607	16
2130	53250	2.607	16
2131	53275	2.608	16
2132	53300	2.609	16
2133	53325	2.61	16
2134	53350	2.611	16
2135	53375	2.611	16
2136	53400	2.612	16
2137	53425	2.613	16
2138	53450	2.614	16
2139	53475	2.615	16
2140	53500	2.615	16
2141	53525	2.616	16
2142	53550	2.617	16
2143	53575	2.618	16
2144	53600	2.619	16
2145	53625	2.62	16
2146	53650	2.621	16
2147	53675	2.622	16
2148	53700	2.623	16
2149	53725	2.624	16
2150	53750	2.624	16
2151	53775	2.625	16
2152	53800	2.626	16
2153	53825	2.627	16
2154	53850	2.628	16
2155	53875	2.629	16
2156	53900	2.629	16
2157	53925	2.63	16
2158	53950	2.631	16
2159	53975	2.632	16
2160	54000	2.633	16
2161	54025	2.633	16
2162	54050	2.634	16
2163	54075	2.635	16
2164	54100	2.636	16
2165	54125	2.637	16
2166	54150	2.638	16
2167	54175	2.638	16
2168	54200	2.639	16
2169	54225	2.64	16
2170	54250	2.641	16
2171	54275	2.642	16
2172	54300	2.642	16
2173	54325	2.643	16
2174	54350	2.644	16
2175	54375	2.645	16
2176	54400	2.646	16
2177	54425	2.647	16
2178	54450	2.647	16
2179	54475	2.648	16
2180	54500	2.649	16
2181	54525	2.65	16
2182	54550	2.65	16
2183	54575	2.651	16
2184	54600	2.652	16
2185	54625	2.653	16
2186	54650	2.654	16
2187	54675	2.654	16
2188	54700	2.655	16
2189	54725	2.656	16
2190	54750	2.657	16
2191	54775	2.658	16
2192	54800	2.66	16
2193	54825	2.661	16
2194	54850	2.662	16
2195	54875	2.663	16
2196	54900	2.663	16
2197	54925	2.664	16
2198	54950	2.665	16
2199	54975	2.666	16
2200	55000	2.667	16
2201	55025	2.668	16
2202	55050	2.668	16
2203	55075	2.669	16
2204	55100	2.67	16
2205	55125	2.671	16
2206	55150	2.671	16
2207	55175	2.672	16
2208	55200	2.673	16
2209	55225	2.674	16
2210	55250	2.675	16
2211	55275	2.675	16
2212	55300	2.679	16
2213	55325	2.679	16
2214	55350	2.68	16
2215	55375	2.681	16
2216	55400	2.682	16
2217	55425	2.682	16
2218	55450	2.683	16
2219	55475	2.684	16
2220	55500	2.685	16
2221	55525	2.686	16
2222	55550	2.686	16
2223	55575	2.687	16
2224	55600	2.688	16
2225	55625	2.689	16
2226	55650	2.69	16
2227	55675	2.691	16
2228	55700	2.692	16
2229	55725	2.692	16
2230	55750	2.693	16
2231	55775	2.694	16
2232	55800	2.695	16
2233	55825	2.696	16
2234	55850	2.696	16
2235	55875	2.698	16
2236	55900	2.699	16
2237	55925	2.7	16
2238	55950	2.701	16
2239	55975	2.702	16
2240	56000	2.703	16
2241	56025	2.703	16
2242	56050	2.704	16
2243	56075	2.705	16
2244	56100	2.706	16
2245	56125	2.707	16
2246	56150	2.708	16
2247	56175	2.708	16
2248	56200	2.709	16
2249	56225	2.71	16
2250	56250	2.711	16
2251	56275	2.712	16
2252	56300	2.712	16
2253	56325	2.713	16
2254	56350	2.714	16
2255	56375	2.715	16
2256	56400	2.716	16
2257	56425	2.717	16
2258	56450	2.717	16
2259	56475	2.718	16
2260	56500	2.719	16
2261	56525	2.72	16
2262	56550	2.721	16
2263	56575	2.721	16
2264	56600	2.722	16
2265	56625	2.723	16
2266	56650	2.724	16
2267	56675	2.725	16
2268	56700	2.725	16
2269	56725	2.726	16
2270	56750	2.727	16
2271	56775	2.728	16
2272	56800	2.728	16
2273	56825	2.729	16
2274	56850	2.73	16
2275	56875	2.731	16
2276	56900	2.731	16
2277	56925	2.732	16
2278	56950	2.733	16
2279	56975	2.734	16
2280	57000	2.735	16
2281	57025	2.735	16
2282	57050	2.736	16
2283	57075	2.737	16
2284	57100	2.739	16
2285	57125	2.74	16
2286	57150	2.74	16
2287	57175	2.741	16
2288	57200	2.742	16
2289	57225	2.743	16
2290	57250	2.744	16
2291	57275	2.745	16
2292	57300	2.746	16
2293	57325	2.746	16
2294	57350	2.747	16
2295	57375	2.748	16
2296	57400	2.749	16
2297	57425	2.75	16
2298	57450	2.75	16
2299	57475	2.751	16
2300	57500	2.752	16
2301	57525	2.753	16
2302	57550	2.753	16
2303	57575	2.754	16
2304	57600	2.755	16
2305	57625	2.756	16
2306	57650	2.757	16
2307	57675	2.757	16
2308	57700	2.758	16
2309	57725	2.759	16
2310	57750	2.76	16
2311	57775	2.76	16
2312	57800	2.761	16
2313	57825	2.762	16
2314	57850	2.763	16
2315	57875	2.763	16
2316	57900	2.764	16
2317	57925	2.765	16
2318	57950	2.766	16
2319	57975	2.767	16
2320	58000	2.769	16
2321	58025	2.77	16
2322	58050	2.771	16
2323	58075	2.773	16
2324	58100	2.774	16
2325	58125	2.776	16
2326	58150	2.777	16
2327	58175	2.779	16
2328	58200	2.78	16
2329	58225	2.781	16
2330	58250	2.783	16
2331	58275	2.784	16
2332	58300	2.785	16
2333	58325	2.787	16
2334	58350	2.788	16
2335	58375	2.789	16
2336	58400	2.79	16
2337	58425	2.791	16
2338	58450	2.791	16
