iteration	evaluations	runtime[s]	Bloques_Colocados-MAX[256][MAX]
21931	548275	19.054	23
21932	548300	19.055	23
21933	548325	19.056	23
21934	548350	19.056	23
21935	548375	19.057	23
21936	548400	19.058	23
21937	548425	19.06	23
21938	548450	19.061	23
21939	548475	19.062	23
21940	548500	19.062	23
21941	548525	19.063	23
21942	548550	19.064	23
21943	548575	19.065	23
21944	548600	19.065	23
21945	548625	19.066	23
21946	548650	19.067	23
21947	548675	19.067	23
21948	548700	19.068	23
21949	548725	19.069	23
21950	548750	19.07	23
21951	548775	19.07	23
21952	548800	19.071	23
21953	548825	19.072	23
21954	548850	19.073	23
21955	548875	19.073	23
21956	548900	19.074	23
21957	548925	19.075	23
21958	548950	19.076	23
21959	548975	19.076	23
21960	549000	19.077	23
21961	549025	19.078	23
21962	549050	19.079	23
21963	549075	19.079	23
21964	549100	19.08	23
21965	549125	19.081	23
21966	549150	19.082	23
21967	549175	19.082	23
21968	549200	19.083	23
21969	549225	19.084	23
21970	549250	19.085	23
21971	549275	19.086	23
21972	549300	19.086	23
21973	549325	19.087	23
21974	549350	19.088	23
21975	549375	19.089	23
21976	549400	19.089	23
21977	549425	19.09	23
21978	549450	19.091	23
21979	549475	19.092	23
21980	549500	19.092	23
21981	549525	19.093	23
21982	549550	19.094	23
21983	549575	19.095	23
21984	549600	19.095	23
21985	549625	19.096	23
21986	549650	19.097	23
21987	549675	19.098	23
21988	549700	19.098	23
21989	549725	19.099	23
21990	549750	19.1	23
21991	549775	19.1	23
21992	549800	19.101	23
21993	549825	19.102	23
21994	549850	19.103	23
21995	549875	19.103	23
21996	549900	19.104	23
21997	549925	19.105	23
21998	549950	19.106	23
21999	549975	19.107	23
22000	550000	19.107	23
22001	550025	19.108	23
22002	550050	19.109	23
22003	550075	19.109	23
22004	550100	19.11	23
22005	550125	19.111	23
22006	550150	19.112	23
22007	550175	19.112	23
22008	550200	19.113	23
22009	550225	19.114	23
22010	550250	19.115	23
22011	550275	19.115	23
22012	550300	19.116	23
22013	550325	19.117	23
22014	550350	19.118	23
22015	550375	19.118	23
22016	550400	19.119	23
22017	550425	19.12	23
22018	550450	19.121	23
22019	550475	19.121	23
22020	550500	19.122	23
22021	550525	19.123	23
22022	550550	19.124	23
22023	550575	19.124	23
22024	550600	19.125	23
22025	550625	19.126	23
22026	550650	19.127	23
22027	550675	19.127	23
22028	550700	19.128	23
22029	550725	19.129	23
22030	550750	19.13	23
22031	550775	19.13	23
22032	550800	19.131	23
22033	550825	19.132	23
22034	550850	19.133	23
22035	550875	19.133	23
22036	550900	19.134	23
22037	550925	19.135	23
22038	550950	19.136	23
22039	550975	19.137	23
22040	551000	19.137	23
22041	551025	19.138	23
22042	551050	19.139	23
22043	551075	19.14	23
22044	551100	19.14	23
22045	551125	19.141	23
22046	551150	19.142	23
22047	551175	19.143	23
22048	551200	19.143	23
22049	551225	19.144	23
22050	551250	19.145	23
22051	551275	19.146	23
22052	551300	19.146	23
22053	551325	19.147	23
22054	551350	19.148	23
22055	551375	19.149	23
22056	551400	19.149	23
22057	551425	19.15	23
22058	551450	19.151	23
22059	551475	19.152	23
22060	551500	19.152	23
22061	551525	19.153	23
22062	551550	19.154	23
22063	551575	19.155	23
22064	551600	19.156	23
22065	551625	19.156	23
22066	551650	19.157	23
22067	551675	19.158	23
22068	551700	19.159	23
22069	551725	19.159	23
22070	551750	19.16	23
22071	551775	19.161	23
22072	551800	19.162	23
22073	551825	19.162	23
22074	551850	19.163	23
22075	551875	19.164	23
22076	551900	19.165	23
22077	551925	19.165	23
22078	551950	19.166	23
22079	551975	19.167	23
22080	552000	19.168	23
22081	552025	19.168	23
22082	552050	19.169	23
22083	552075	19.17	23
22084	552100	19.171	23
22085	552125	19.171	23
22086	552150	19.172	23
22087	552175	19.173	23
22088	552200	19.174	23
22089	552225	19.174	23
22090	552250	19.175	23
22091	552275	19.176	23
22092	552300	19.177	23
22093	552325	19.177	23
22094	552350	19.178	23
22095	552375	19.179	23
22096	552400	19.179	23
22097	552425	19.18	23
22098	552450	19.181	23
22099	552475	19.182	23
22100	552500	19.182	23
22101	552525	19.183	23
22102	552550	19.184	23
22103	552575	19.185	23
22104	552600	19.185	23
22105	552625	19.186	23
22106	552650	19.187	23
22107	552675	19.188	23
22108	552700	19.188	23
22109	552725	19.189	23
22110	552750	19.19	23
22111	552775	19.191	23
22112	552800	19.191	23
22113	552825	19.192	23
22114	552850	19.193	23
22115	552875	19.194	23
22116	552900	19.194	23
22117	552925	19.195	23
22118	552950	19.196	23
22119	552975	19.196	23
22120	553000	19.197	23
22121	553025	19.198	23
22122	553050	19.199	23
22123	553075	19.199	23
22124	553100	19.2	23
22125	553125	19.201	23
22126	553150	19.202	23
22127	553175	19.202	23
22128	553200	19.203	23
22129	553225	19.204	23
22130	553250	19.205	23
22131	553275	19.206	23
22132	553300	19.206	23
22133	553325	19.207	23
22134	553350	19.208	23
22135	553375	19.209	23
22136	553400	19.209	23
22137	553425	19.21	23
22138	553450	19.212	23
22139	553475	19.213	23
22140	553500	19.214	23
22141	553525	19.214	23
22142	553550	19.215	23
22143	553575	19.216	23
22144	553600	19.217	23
22145	553625	19.218	23
22146	553650	19.218	23
22147	553675	19.219	23
22148	553700	19.22	23
22149	553725	19.22	23
22150	553750	19.221	23
22151	553775	19.222	23
22152	553800	19.223	23
22153	553825	19.224	23
22154	553850	19.224	23
22155	553875	19.225	23
22156	553900	19.226	23
22157	553925	19.226	23
22158	553950	19.227	23
22159	553975	19.228	23
22160	554000	19.229	23
22161	554025	19.229	23
22162	554050	19.23	23
22163	554075	19.231	23
22164	554100	19.232	23
22165	554125	19.232	23
22166	554150	19.233	23
22167	554175	19.234	23
22168	554200	19.235	23
22169	554225	19.235	23
22170	554250	19.236	23
22171	554275	19.237	23
22172	554300	19.238	23
22173	554325	19.238	23
22174	554350	19.239	23
22175	554375	19.24	23
22176	554400	19.241	23
22177	554425	19.241	23
22178	554450	19.242	23
22179	554475	19.243	23
22180	554500	19.243	23
22181	554525	19.244	23
22182	554550	19.245	23
22183	554575	19.246	23
22184	554600	19.247	23
22185	554625	19.248	23
22186	554650	19.249	23
22187	554675	19.249	23
22188	554700	19.25	23
22189	554725	19.251	23
22190	554750	19.252	23
22191	554775	19.252	23
22192	554800	19.253	23
22193	554825	19.254	23
22194	554850	19.255	23
22195	554875	19.255	23
22196	554900	19.256	23
22197	554925	19.257	23
22198	554950	19.258	23
22199	554975	19.258	23
22200	555000	19.259	23
22201	555025	19.26	23
22202	555050	19.261	23
22203	555075	19.262	23
22204	555100	19.262	23
22205	555125	19.263	23
22206	555150	19.264	23
22207	555175	19.265	23
22208	555200	19.265	23
22209	555225	19.266	23
22210	555250	19.267	23
22211	555275	19.268	23
22212	555300	19.268	23
22213	555325	19.269	23
22214	555350	19.27	23
22215	555375	19.271	23
22216	555400	19.271	23
22217	555425	19.272	23
22218	555450	19.273	23
22219	555475	19.274	23
22220	555500	19.274	23
22221	555525	19.275	23
22222	555550	19.276	23
22223	555575	19.277	23
22224	555600	19.277	23
22225	555625	19.278	23
22226	555650	19.279	23
22227	555675	19.279	23
22228	555700	19.28	23
22229	555725	19.281	23
22230	555750	19.282	23
22231	555775	19.282	23
22232	555800	19.283	23
22233	555825	19.284	23
22234	555850	19.285	23
22235	555875	19.286	23
22236	555900	19.287	23
22237	555925	19.287	23
22238	555950	19.288	23
22239	555975	19.289	23
22240	556000	19.29	23
22241	556025	19.291	23
22242	556050	19.291	23
22243	556075	19.292	23
22244	556100	19.293	23
22245	556125	19.293	23
22246	556150	19.294	23
22247	556175	19.295	23
22248	556200	19.296	23
22249	556225	19.296	23
22250	556250	19.297	23
22251	556275	19.298	23
22252	556300	19.299	23
22253	556325	19.299	23
22254	556350	19.3	23
22255	556375	19.301	23
22256	556400	19.302	23
22257	556425	19.302	23
22258	556450	19.303	23
22259	556475	19.304	23
22260	556500	19.305	23
22261	556525	19.305	23
22262	556550	19.306	23
22263	556575	19.307	23
22264	556600	19.308	23
22265	556625	19.308	23
22266	556650	19.309	23
22267	556675	19.31	23
22268	556700	19.311	23
22269	556725	19.311	23
22270	556750	19.312	23
22271	556775	19.313	23
22272	556800	19.314	23
22273	556825	19.314	23
22274	556850	19.315	23
22275	556875	19.316	23
22276	556900	19.317	23
22277	556925	19.317	23
22278	556950	19.318	23
22279	556975	19.319	23
22280	557000	19.319	23
22281	557025	19.32	23
22282	557050	19.321	23
22283	557075	19.322	23
22284	557100	19.322	23
22285	557125	19.323	23
22286	557150	19.324	23
22287	557175	19.325	23
22288	557200	19.326	23
22289	557225	19.327	23
22290	557250	19.327	23
22291	557275	19.328	23
22292	557300	19.329	23
22293	557325	19.33	23
22294	557350	19.33	23
22295	557375	19.331	23
22296	557400	19.332	23
22297	557425	19.332	23
22298	557450	19.333	23
22299	557475	19.334	23
22300	557500	19.335	23
22301	557525	19.335	23
22302	557550	19.336	23
22303	557575	19.337	23
22304	557600	19.338	23
22305	557625	19.338	23
22306	557650	19.339	23
22307	557675	19.34	23
22308	557700	19.341	23
22309	557725	19.341	23
22310	557750	19.342	23
22311	557775	19.343	23
22312	557800	19.344	23
22313	557825	19.344	23
22314	557850	19.345	23
22315	557875	19.346	23
22316	557900	19.347	23
22317	557925	19.347	23
22318	557950	19.348	23
22319	557975	19.349	23
22320	558000	19.349	23
22321	558025	19.35	23
22322	558050	19.351	23
22323	558075	19.352	23
22324	558100	19.352	23
22325	558125	19.353	23
22326	558150	19.354	23
22327	558175	19.355	23
22328	558200	19.355	23
22329	558225	19.356	23
22330	558250	19.357	23
22331	558275	19.358	23
22332	558300	19.358	23
22333	558325	19.359	23
22334	558350	19.36	23
22335	558375	19.361	23
22336	558400	19.361	23
22337	558425	19.362	23
22338	558450	19.363	23
22339	558475	19.365	23
22340	558500	19.367	23
22341	558525	19.368	23
22342	558550	19.369	23
22343	558575	19.371	23
22344	558600	19.372	23
22345	558625	19.373	23
22346	558650	19.375	23
22347	558675	19.376	23
22348	558700	19.377	23
22349	558725	19.378	23
22350	558750	19.379	23
22351	558775	19.38	23
22352	558800	19.381	23
22353	558825	19.381	23
22354	558850	19.382	23
22355	558875	19.383	23
22356	558900	19.384	23
22357	558925	19.384	23
22358	558950	19.385	23
22359	558975	19.386	23
22360	559000	19.387	23
22361	559025	19.387	23
22362	559050	19.388	23
22363	559075	19.389	23
22364	559100	19.39	23
22365	559125	19.39	23
22366	559150	19.391	23
22367	559175	19.392	23
22368	559200	19.392	23
22369	559225	19.393	23
22370	559250	19.394	23
22371	559275	19.395	23
22372	559300	19.395	23
22373	559325	19.396	23
22374	559350	19.397	23
22375	559375	19.398	23
22376	559400	19.398	23
22377	559425	19.399	23
22378	559450	19.4	23
22379	559475	19.401	23
22380	559500	19.401	23
22381	559525	19.402	23
22382	559550	19.403	23
22383	559575	19.404	23
22384	559600	19.404	23
22385	559625	19.405	23
22386	559650	19.407	23
22387	559675	19.408	23
22388	559700	19.41	23
22389	559725	19.411	23
22390	559750	19.412	23
22391	559775	19.413	23
22392	559800	19.414	23
22393	559825	19.415	23
22394	559850	19.415	23
22395	559875	19.416	23
22396	559900	19.417	23
22397	559925	19.418	23
22398	559950	19.418	23
22399	559975	19.419	23
22400	560000	19.42	23
22401	560025	19.42	23
22402	560050	19.421	23
22403	560075	19.422	23
22404	560100	19.423	23
22405	560125	19.423	23
22406	560150	19.424	23
22407	560175	19.425	23
22408	560200	19.426	23
22409	560225	19.426	23
22410	560250	19.427	23
22411	560275	19.428	23
22412	560300	19.429	23
22413	560325	19.429	23
22414	560350	19.43	23
22415	560375	19.431	23
22416	560400	19.432	23
22417	560425	19.432	23
22418	560450	19.433	23
22419	560475	19.434	23
22420	560500	19.435	23
22421	560525	19.435	23
22422	560550	19.436	23
22423	560575	19.437	23
22424	560600	19.438	23
22425	560625	19.438	23
22426	560650	19.439	23
22427	560675	19.44	23
22428	560700	19.441	23
22429	560725	19.441	23
22430	560750	19.442	23
22431	560775	19.443	23
22432	560800	19.444	23
22433	560825	19.444	23
22434	560850	19.445	23
22435	560875	19.446	23
22436	560900	19.447	23
22437	560925	19.448	23
22438	560950	19.448	23
22439	560975	19.449	23
22440	561000	19.45	23
22441	561025	19.451	23
22442	561050	19.452	23
22443	561075	19.453	23
22444	561100	19.453	23
22445	561125	19.454	23
22446	561150	19.455	23
22447	561175	19.456	23
22448	561200	19.456	23
22449	561225	19.457	23
22450	561250	19.458	23
22451	561275	19.459	23
22452	561300	19.459	23
22453	561325	19.46	23
22454	561350	19.461	23
22455	561375	19.462	23
22456	561400	19.462	23
22457	561425	19.463	23
22458	561450	19.464	23
22459	561475	19.465	23
22460	561500	19.465	23
22461	561525	19.466	23
22462	561550	19.467	23
22463	561575	19.468	23
22464	561600	19.469	23
22465	561625	19.469	23
22466	561650	19.47	23
22467	561675	19.471	23
22468	561700	19.472	23
22469	561725	19.472	23
22470	561750	19.473	23
22471	561775	19.474	23
22472	561800	19.475	23
22473	561825	19.475	23
22474	561850	19.476	23
22475	561875	19.477	23
22476	561900	19.478	23
22477	561925	19.478	23
22478	561950	19.479	23
22479	561975	19.48	23
22480	562000	19.481	23
22481	562025	19.481	23
22482	562050	19.482	23
22483	562075	19.483	23
22484	562100	19.484	23
22485	562125	19.484	23
22486	562150	19.485	23
22487	562175	19.486	23
22488	562200	19.487	23
22489	562225	19.488	23
22490	562250	19.488	23
22491	562275	19.489	23
22492	562300	19.49	23
22493	562325	19.491	23
22494	562350	19.491	23
22495	562375	19.492	23
22496	562400	19.493	23
22497	562425	19.494	23
22498	562450	19.494	23
22499	562475	19.495	23
22500	562500	19.496	23
22501	562525	19.497	23
22502	562550	19.497	23
22503	562575	19.498	23
22504	562600	19.499	23
22505	562625	19.5	23
22506	562650	19.5	23
22507	562675	19.501	23
22508	562700	19.502	23
22509	562725	19.503	23
22510	562750	19.503	23
22511	562775	19.504	23
22512	562800	19.505	23
22513	562825	19.505	23
22514	562850	19.506	23
22515	562875	19.507	23
22516	562900	19.508	23
22517	562925	19.508	23
22518	562950	19.509	23
22519	562975	19.51	23
22520	563000	19.511	23
22521	563025	19.511	23
22522	563050	19.512	23
22523	563075	19.513	23
22524	563100	19.514	23
22525	563125	19.514	23
22526	563150	19.515	23
22527	563175	19.516	23
22528	563200	19.517	23
22529	563225	19.517	23
22530	563250	19.518	23
22531	563275	19.519	23
22532	563300	19.519	23
22533	563325	19.52	23
22534	563350	19.521	23
22535	563375	19.522	23
22536	563400	19.524	23
22537	563425	19.525	23
22538	563450	19.525	23
22539	563475	19.526	23
22540	563500	19.527	23
22541	563525	19.528	23
22542	563550	19.528	23
22543	563575	19.529	23
22544	563600	19.53	23
22545	563625	19.531	23
22546	563650	19.531	23
22547	563675	19.532	23
22548	563700	19.533	23
22549	563725	19.534	23
22550	563750	19.534	23
22551	563775	19.535	23
22552	563800	19.536	23
22553	563825	19.537	23
22554	563850	19.538	23
22555	563875	19.538	23
22556	563900	19.539	23
22557	563925	19.54	23
22558	563950	19.541	23
22559	563975	19.541	23
22560	564000	19.542	23
22561	564025	19.543	23
22562	564050	19.544	23
22563	564075	19.544	23
22564	564100	19.545	23
22565	564125	19.546	23
22566	564150	19.547	23
22567	564175	19.547	23
22568	564200	19.548	23
22569	564225	19.549	23
22570	564250	19.55	23
22571	564275	19.55	23
22572	564300	19.551	23
22573	564325	19.552	23
22574	564350	19.553	23
22575	564375	19.553	23
22576	564400	19.554	23
22577	564425	19.555	23
22578	564450	19.556	23
22579	564475	19.557	23
22580	564500	19.557	23
22581	564525	19.558	23
22582	564550	19.559	23
22583	564575	19.56	23
22584	564600	19.56	23
22585	564625	19.561	23
22586	564650	19.562	23
22587	564675	19.563	23
22588	564700	19.563	23
22589	564725	19.564	23
22590	564750	19.565	23
22591	564775	19.566	23
22592	564800	19.567	23
22593	564825	19.567	23
22594	564850	19.568	23
22595	564875	19.569	23
22596	564900	19.57	23
22597	564925	19.57	23
22598	564950	19.571	23
22599	564975	19.572	23
22600	565000	19.573	23
22601	565025	19.573	23
22602	565050	19.574	23
22603	565075	19.575	23
22604	565100	19.575	23
22605	565125	19.576	23
22606	565150	19.577	23
22607	565175	19.578	23
22608	565200	19.579	23
22609	565225	19.579	23
22610	565250	19.58	23
22611	565275	19.581	23
22612	565300	19.581	23
22613	565325	19.582	23
22614	565350	19.583	23
22615	565375	19.584	23
22616	565400	19.584	23
22617	565425	19.585	23
22618	565450	19.586	23
22619	565475	19.587	23
22620	565500	19.587	23
22621	565525	19.588	23
22622	565550	19.589	23
22623	565575	19.59	23
22624	565600	19.59	23
22625	565625	19.591	23
22626	565650	19.592	23
22627	565675	19.592	23
22628	565700	19.593	23
22629	565725	19.594	23
22630	565750	19.595	23
22631	565775	19.595	23
22632	565800	19.596	23
22633	565825	19.597	23
22634	565850	19.598	23
22635	565875	19.598	23
22636	565900	19.599	23
22637	565925	19.6	23
22638	565950	19.601	23
22639	565975	19.601	23
22640	566000	19.602	23
22641	566025	19.603	23
22642	566050	19.604	23
22643	566075	19.604	23
22644	566100	19.605	23
22645	566125	19.606	23
22646	566150	19.607	23
22647	566175	19.608	23
22648	566200	19.609	23
22649	566225	19.609	23
22650	566250	19.61	23
22651	566275	19.611	23
22652	566300	19.612	23
22653	566325	19.612	23
22654	566350	19.613	23
22655	566375	19.614	23
22656	566400	19.615	23
22657	566425	19.616	23
22658	566450	19.616	23
22659	566475	19.617	23
22660	566500	19.618	23
22661	566525	19.618	23
22662	566550	19.619	23
22663	566575	19.62	23
22664	566600	19.621	23
22665	566625	19.621	23
22666	566650	19.622	23
22667	566675	19.623	23
22668	566700	19.624	23
22669	566725	19.624	23
22670	566750	19.625	23
22671	566775	19.626	23
22672	566800	19.627	23
22673	566825	19.627	23
22674	566850	19.628	23
22675	566875	19.629	23
22676	566900	19.629	23
22677	566925	19.63	23
22678	566950	19.631	23
22679	566975	19.632	23
22680	567000	19.632	23
22681	567025	19.633	23
22682	567050	19.634	23
22683	567075	19.635	23
22684	567100	19.635	23
22685	567125	19.636	23
22686	567150	19.637	23
22687	567175	19.638	23
22688	567200	19.638	23
22689	567225	19.639	23
22690	567250	19.64	23
22691	567275	19.641	23
22692	567300	19.641	23
22693	567325	19.642	23
22694	567350	19.643	23
22695	567375	19.644	23
22696	567400	19.644	23
22697	567425	19.645	23
22698	567450	19.646	23
22699	567475	19.647	23
22700	567500	19.647	23
22701	567525	19.648	23
22702	567550	19.649	23
22703	567575	19.65	23
22704	567600	19.65	23
22705	567625	19.651	23
22706	567650	19.652	23
22707	567675	19.653	23
22708	567700	19.654	23
22709	567725	19.655	23
22710	567750	19.655	23
22711	567775	19.656	23
22712	567800	19.657	23
22713	567825	19.658	23
22714	567850	19.658	23
22715	567875	19.659	23
22716	567900	19.66	23
22717	567925	19.66	23
22718	567950	19.661	23
22719	567975	19.662	23
22720	568000	19.663	23
22721	568025	19.663	23
22722	568050	19.664	23
22723	568075	19.665	23
22724	568100	19.666	23
22725	568125	19.666	23
22726	568150	19.667	23
22727	568175	19.668	23
22728	568200	19.669	23
22729	568225	19.67	23
22730	568250	19.67	23
22731	568275	19.671	23
22732	568300	19.672	23
22733	568325	19.673	23
22734	568350	19.673	23
22735	568375	19.674	23
22736	568400	19.675	23
22737	568425	19.677	23
22738	568450	19.678	23
22739	568475	19.678	23
22740	568500	19.679	23
22741	568525	19.68	23
22742	568550	19.681	23
22743	568575	19.681	23
22744	568600	19.682	23
22745	568625	19.683	23
22746	568650	19.684	23
22747	568675	19.684	23
22748	568700	19.685	23
22749	568725	19.686	23
22750	568750	19.687	23
22751	568775	19.688	23
22752	568800	19.688	23
22753	568825	19.689	23
22754	568850	19.69	23
22755	568875	19.69	23
22756	568900	19.691	23
22757	568925	19.692	23
22758	568950	19.693	23
22759	568975	19.693	23
22760	569000	19.694	23
22761	569025	19.695	23
22762	569050	19.696	23
22763	569075	19.696	23
22764	569100	19.697	23
22765	569125	19.698	23
22766	569150	19.699	23
22767	569175	19.699	23
22768	569200	19.7	23
22769	569225	19.701	23
22770	569250	19.702	23
22771	569275	19.702	23
22772	569300	19.703	23
22773	569325	19.704	23
22774	569350	19.704	23
22775	569375	19.705	23
22776	569400	19.706	23
22777	569425	19.707	23
22778	569450	19.707	23
22779	569475	19.708	23
22780	569500	19.709	23
22781	569525	19.709	23
22782	569550	19.71	23
22783	569575	19.711	23
22784	569600	19.712	23
22785	569625	19.712	23
22786	569650	19.713	23
22787	569675	19.714	23
22788	569700	19.715	23
22789	569725	19.715	23
22790	569750	19.716	23
22791	569775	19.717	23
22792	569800	19.718	23
22793	569825	19.718	23
22794	569850	19.719	23
22795	569875	19.72	23
22796	569900	19.721	23
22797	569925	19.721	23
22798	569950	19.722	23
22799	569975	19.723	23
22800	570000	19.723	23
22801	570025	19.724	23
22802	570050	19.725	23
22803	570075	19.726	23
22804	570100	19.727	23
22805	570125	19.728	23
22806	570150	19.728	23
22807	570175	19.729	23
22808	570200	19.73	23
22809	570225	19.731	23
22810	570250	19.731	23
22811	570275	19.732	23
22812	570300	19.733	23
22813	570325	19.734	23
22814	570350	19.734	23
22815	570375	19.735	23
22816	570400	19.736	23
22817	570425	19.737	23
22818	570450	19.738	23
22819	570475	19.738	23
22820	570500	19.739	23
22821	570525	19.74	23
22822	570550	19.74	23
22823	570575	19.741	23
22824	570600	19.742	23
22825	570625	19.743	23
22826	570650	19.743	23
22827	570675	19.744	23
22828	570700	19.745	23
22829	570725	19.746	23
22830	570750	19.746	23
22831	570775	19.747	23
22832	570800	19.748	23
22833	570825	19.749	23
22834	570850	19.749	23
22835	570875	19.75	23
22836	570900	19.751	23
22837	570925	19.752	23
22838	570950	19.752	23
22839	570975	19.753	23
22840	571000	19.754	23
22841	571025	19.755	23
22842	571050	19.756	23
22843	571075	19.757	23
22844	571100	19.757	23
22845	571125	19.758	23
22846	571150	19.759	23
22847	571175	19.76	23
22848	571200	19.76	23
22849	571225	19.761	23
22850	571250	19.762	23
22851	571275	19.762	23
22852	571300	19.763	23
22853	571325	19.764	23
22854	571350	19.765	23
22855	571375	19.765	23
22856	571400	19.766	23
22857	571425	19.767	23
22858	571450	19.768	23
22859	571475	19.769	23
22860	571500	19.769	23
22861	571525	19.77	23
22862	571550	19.771	23
22863	571575	19.772	23
22864	571600	19.772	23
22865	571625	19.773	23
22866	571650	19.774	23
22867	571675	19.775	23
22868	571700	19.775	23
22869	571725	19.776	23
22870	571750	19.777	23
22871	571775	19.778	23
22872	571800	19.778	23
22873	571825	19.779	23
22874	571850	19.78	23
22875	571875	19.781	23
22876	571900	19.781	23
22877	571925	19.782	23
22878	571950	19.783	23
22879	571975	19.783	23
22880	572000	19.784	23
22881	572025	19.785	23
22882	572050	19.786	23
22883	572075	19.786	23
22884	572100	19.787	23
22885	572125	19.788	23
22886	572150	19.789	23
22887	572175	19.789	23
22888	572200	19.79	23
22889	572225	19.791	23
22890	572250	19.791	23
22891	572275	19.792	23
22892	572300	19.793	23
22893	572325	19.794	23
22894	572350	19.794	23
22895	572375	19.795	23
22896	572400	19.796	23
22897	572425	19.797	23
22898	572450	19.797	23
22899	572475	19.798	23
22900	572500	19.799	23
22901	572525	19.8	23
22902	572550	19.8	23
22903	572575	19.801	23
22904	572600	19.802	23
22905	572625	19.803	23
22906	572650	19.803	23
22907	572675	19.804	23
22908	572700	19.805	23
22909	572725	19.806	23
22910	572750	19.806	23
22911	572775	19.807	23
22912	572800	19.808	23
22913	572825	19.809	23
22914	572850	19.81	23
22915	572875	19.81	23
22916	572900	19.811	23
22917	572925	19.812	23
22918	572950	19.812	23
22919	572975	19.813	23
22920	573000	19.814	23
22921	573025	19.815	23
22922	573050	19.815	23
22923	573075	19.816	23
22924	573100	19.817	23
22925	573125	19.818	23
22926	573150	19.819	23
22927	573175	19.819	23
22928	573200	19.82	23
22929	573225	19.821	23
22930	573250	19.822	23
22931	573275	19.822	23
22932	573300	19.823	23
22933	573325	19.824	23
22934	573350	19.825	23
22935	573375	19.825	23
22936	573400	19.827	23
22937	573425	19.828	23
22938	573450	19.829	23
22939	573475	19.83	23
22940	573500	19.83	23
22941	573525	19.831	23
22942	573550	19.832	23
22943	573575	19.833	23
22944	573600	19.833	23
22945	573625	19.834	23
22946	573650	19.835	23
22947	573675	19.836	23
22948	573700	19.836	23
22949	573725	19.837	23
22950	573750	19.838	23
22951	573775	19.839	23
22952	573800	19.839	23
22953	573825	19.84	23
22954	573850	19.841	23
22955	573875	19.842	23
22956	573900	19.842	23
22957	573925	19.843	23
22958	573950	19.844	23
22959	573975	19.845	23
22960	574000	19.845	23
22961	574025	19.846	23
22962	574050	19.847	23
22963	574075	19.848	23
22964	574100	19.849	23
22965	574125	19.85	23
22966	574150	19.85	23
22967	574175	19.851	23
22968	574200	19.852	23
22969	574225	19.853	23
22970	574250	19.853	23
22971	574275	19.854	23
22972	574300	19.855	23
22973	574325	19.856	23
22974	574350	19.856	23
22975	574375	19.857	23
22976	574400	19.858	23
22977	574425	19.859	23
22978	574450	19.859	23
22979	574475	19.86	23
22980	574500	19.861	23
22981	574525	19.861	23
22982	574550	19.862	23
22983	574575	19.863	23
22984	574600	19.864	23
22985	574625	19.864	23
22986	574650	19.865	23
22987	574675	19.866	23
22988	574700	19.867	23
22989	574725	19.867	23
22990	574750	19.868	23
22991	574775	19.869	23
22992	574800	19.87	23
22993	574825	19.871	23
22994	574850	19.871	23
22995	574875	19.872	23
22996	574900	19.873	23
22997	574925	19.874	23
22998	574950	19.874	23
22999	574975	19.875	23
23000	575000	19.876	23
23001	575025	19.877	23
23002	575050	19.877	23
23003	575075	19.878	23
23004	575100	19.879	23
23005	575125	19.879	23
23006	575150	19.88	23
23007	575175	19.881	23
23008	575200	19.882	23
23009	575225	19.883	23
23010	575250	19.883	23
23011	575275	19.884	23
23012	575300	19.885	23
23013	575325	19.885	23
23014	575350	19.886	23
23015	575375	19.887	23
23016	575400	19.888	23
23017	575425	19.888	23
23018	575450	19.889	23
23019	575475	19.89	23
23020	575500	19.891	23
23021	575525	19.892	23
23022	575550	19.892	23
23023	575575	19.893	23
23024	575600	19.894	23
23025	575625	19.894	23
23026	575650	19.895	23
23027	575675	19.896	23
23028	575700	19.897	23
23029	575725	19.897	23
23030	575750	19.898	23
23031	575775	19.899	23
23032	575800	19.9	23
23033	575825	19.9	23
23034	575850	19.901	23
23035	575875	19.902	23
23036	575900	19.903	23
23037	575925	19.903	23
23038	575950	19.904	23
23039	575975	19.905	23
23040	576000	19.905	23
23041	576025	19.906	23
23042	576050	19.907	23
23043	576075	19.908	23
23044	576100	19.908	23
23045	576125	19.909	23
23046	576150	19.91	23
23047	576175	19.911	23
23048	576200	19.911	23
23049	576225	19.912	23
23050	576250	19.913	23
23051	576275	19.914	23
23052	576300	19.914	23
23053	576325	19.915	23
23054	576350	19.916	23
23055	576375	19.917	23
23056	576400	19.917	23
23057	576425	19.918	23
23058	576450	19.919	23
23059	576475	19.92	23
23060	576500	19.92	23
23061	576525	19.921	23
23062	576550	19.922	23
23063	576575	19.922	23
23064	576600	19.923	23
23065	576625	19.924	23
23066	576650	19.925	23
23067	576675	19.925	23
23068	576700	19.926	23
23069	576725	19.927	23
23070	576750	19.928	23
23071	576775	19.929	23
23072	576800	19.929	23
23073	576825	19.93	23
23074	576850	19.931	23
23075	576875	19.932	23
23076	576900	19.932	23
23077	576925	19.933	23
23078	576950	19.934	23
23079	576975	19.935	23
23080	577000	19.936	23
23081	577025	19.936	23
23082	577050	19.937	23
23083	577075	19.938	23
23084	577100	19.939	23
23085	577125	19.939	23
23086	577150	19.94	23
23087	577175	19.941	23
23088	577200	19.942	23
23089	577225	19.942	23
23090	577250	19.943	23
23091	577275	19.944	23
23092	577300	19.945	23
23093	577325	19.945	23
